IDfg,SO,CSW%,LD,Events,wRAA,Barrels,RBI,IFFB,R,competitive_runs,next_year_hits
10953,46,0.299,37,178,-3.1,3,13,4,26,101.0,7.0
10953,46,0.299,37,178,-3.1,3,13,4,26,101.0,33.0
10953,46,0.299,37,178,-3.1,3,13,4,26,101.0,
10953,46,0.299,37,178,-3.1,3,13,4,26,101.0,
10953,16,0.301,12,49,-3.3,3,7,1,5,25.0,61.0
10953,16,0.301,12,49,-3.3,3,7,1,5,25.0,7.0
10953,16,0.301,12,49,-3.3,3,7,1,5,25.0,33.0
10953,16,0.301,12,49,-3.3,3,7,1,5,25.0,
10953,16,0.301,12,49,-3.3,3,7,1,5,25.0,
10953,12,0.359,5,36,-6.6,0,2,0,3,21.0,61.0
10953,12,0.359,5,36,-6.6,0,2,0,3,21.0,7.0
10953,12,0.359,5,36,-6.6,0,2,0,3,21.0,33.0
10953,12,0.359,5,36,-6.6,0,2,0,3,21.0,
10953,12,0.359,5,36,-6.6,0,2,0,3,21.0,
13590,46,0.24,56,237,13.9,14,43,7,38,128.0,91.0
13590,46,0.24,56,237,13.9,14,43,7,38,128.0,84.0
13590,46,0.24,56,237,13.9,14,43,7,38,128.0,
13590,24,0.2689999999999999,16,98,7.2,5,15,1,21,54.0,91.0
13590,24,0.2689999999999999,16,98,7.2,5,15,1,21,54.0,84.0
13590,24,0.2689999999999999,16,98,7.2,5,15,1,21,54.0,
13590,60,0.248,73,278,10.3,12,38,3,51,156.0,91.0
13590,60,0.248,73,278,10.3,12,38,3,51,156.0,84.0
13590,60,0.248,73,278,10.3,12,38,3,51,156.0,
393,90,0.231,109,466,16.4,34,86,22,65,166.0,108.0
393,90,0.231,109,466,16.4,34,86,22,65,166.0,100.0
393,90,0.231,109,466,16.4,34,86,22,65,166.0,117.0
393,90,0.231,109,466,16.4,34,86,22,65,166.0,
393,90,0.231,109,466,16.4,34,86,22,65,166.0,160.0
393,63,0.226,78,331,-6.6,16,47,7,38,130.0,108.0
393,63,0.226,78,331,-6.6,16,47,7,38,130.0,100.0
393,63,0.226,78,331,-6.6,16,47,7,38,130.0,117.0
393,63,0.226,78,331,-6.6,16,47,7,38,130.0,
393,63,0.226,78,331,-6.6,16,47,7,38,130.0,160.0
393,49,0.212,104,425,-13.9,18,54,15,32,163.0,108.0
393,49,0.212,104,425,-13.9,18,54,15,32,163.0,100.0
393,49,0.212,104,425,-13.9,18,54,15,32,163.0,117.0
393,49,0.212,104,425,-13.9,18,54,15,32,163.0,
393,49,0.212,104,425,-13.9,18,54,15,32,163.0,160.0
393,52,0.223,83,395,-10.5,12,64,11,39,151.0,108.0
393,52,0.223,83,395,-10.5,12,64,11,39,151.0,100.0
393,52,0.223,83,395,-10.5,12,64,11,39,151.0,117.0
393,52,0.223,83,395,-10.5,12,64,11,39,151.0,
393,52,0.223,83,395,-10.5,12,64,11,39,151.0,160.0
5409,67,0.253,43,210,4.2,22,41,7,42,115.0,115.0
5409,67,0.253,43,210,4.2,22,41,7,42,115.0,
5409,67,0.253,43,210,4.2,22,41,7,42,115.0,73.0
5409,67,0.253,43,210,4.2,22,41,7,42,115.0,57.0
5409,67,0.253,43,210,4.2,22,41,7,42,115.0,
5409,52,0.267,36,179,-0.5,9,40,7,22,91.0,115.0
5409,52,0.267,36,179,-0.5,9,40,7,22,91.0,
5409,52,0.267,36,179,-0.5,9,40,7,22,91.0,73.0
5409,52,0.267,36,179,-0.5,9,40,7,22,91.0,57.0
5409,52,0.267,36,179,-0.5,9,40,7,22,91.0,
5409,53,0.222,34,209,-11.7,13,32,12,27,99.0,115.0
5409,53,0.222,34,209,-11.7,13,32,12,27,99.0,
5409,53,0.222,34,209,-11.7,13,32,12,27,99.0,73.0
5409,53,0.222,34,209,-11.7,13,32,12,27,99.0,57.0
5409,53,0.222,34,209,-11.7,13,32,12,27,99.0,
5409,73,0.21,75,400,-10.3,18,47,17,43,197.0,115.0
5409,73,0.21,75,400,-10.3,18,47,17,43,197.0,
5409,73,0.21,75,400,-10.3,18,47,17,43,197.0,73.0
5409,73,0.21,75,400,-10.3,18,47,17,43,197.0,57.0
5409,73,0.21,75,400,-10.3,18,47,17,43,197.0,
3787,36,0.255,29,116,6.3,10,17,3,24,70.0,44.0
3787,36,0.255,29,116,6.3,10,17,3,24,70.0,31.0
3787,36,0.255,29,116,6.3,10,17,3,24,70.0,
3787,55,0.292,23,83,3.5,16,14,3,18,29.0,44.0
3787,55,0.292,23,83,3.5,16,14,3,18,29.0,31.0
3787,55,0.292,23,83,3.5,16,14,3,18,29.0,
3057,194,0.292,68,368,13.0,48,101,24,92,188.0,91.0
3057,194,0.292,68,368,13.0,48,101,24,92,188.0,82.0
3057,194,0.292,68,368,13.0,48,101,24,92,188.0,133.0
3057,194,0.292,68,368,13.0,48,101,24,92,188.0,
3057,118,0.287,45,290,3.0,22,50,14,46,153.0,91.0
3057,118,0.287,45,290,3.0,22,50,14,46,153.0,82.0
3057,118,0.287,45,290,3.0,22,50,14,46,153.0,133.0
3057,118,0.287,45,290,3.0,22,50,14,46,153.0,
3057,163,0.3229999999999999,39,266,-7.6,39,66,22,60,103.0,91.0
3057,163,0.3229999999999999,39,266,-7.6,39,66,22,60,103.0,82.0
3057,163,0.3229999999999999,39,266,-7.6,39,66,22,60,103.0,133.0
3057,163,0.3229999999999999,39,266,-7.6,39,66,22,60,103.0,
3298,85,0.296,42,212,5.3,10,45,6,47,149.0,35.0
3298,85,0.296,42,212,5.3,10,45,6,47,149.0,
3298,85,0.296,42,212,5.3,10,45,6,47,149.0,
3298,85,0.296,42,212,5.3,10,45,6,47,149.0,
3298,44,0.307,20,93,-1.8,5,20,7,14,49.0,35.0
3298,44,0.307,20,93,-1.8,5,20,7,14,49.0,
3298,44,0.307,20,93,-1.8,5,20,7,14,49.0,
3298,44,0.307,20,93,-1.8,5,20,7,14,49.0,
3298,13,0.2739999999999999,11,54,-1.7,1,7,1,6,33.0,35.0
3298,13,0.2739999999999999,11,54,-1.7,1,7,1,6,33.0,
3298,13,0.2739999999999999,11,54,-1.7,1,7,1,6,33.0,
3298,13,0.2739999999999999,11,54,-1.7,1,7,1,6,33.0,
14894,44,0.268,48,216,3.0,1,30,4,37,130.0,52.0
14894,44,0.268,48,216,3.0,1,30,4,37,130.0,
14894,44,0.268,48,216,3.0,1,30,4,37,130.0,
14894,47,0.262,32,203,-8.3,2,29,3,31,90.0,52.0
14894,47,0.262,32,203,-8.3,2,29,3,31,90.0,
14894,47,0.262,32,203,-8.3,2,29,3,31,90.0,
14894,27,0.256,22,95,-4.8,1,7,2,15,44.0,52.0
14894,27,0.256,22,95,-4.8,1,7,2,15,44.0,
14894,27,0.256,22,95,-4.8,1,7,2,15,44.0,
10473,96,0.266,65,382,-0.9,8,46,24,49,218.0,33.0
10473,96,0.266,65,382,-0.9,8,46,24,49,218.0,130.0
10473,96,0.266,65,382,-0.9,8,46,24,49,218.0,76.0
10473,96,0.266,65,382,-0.9,8,46,24,49,218.0,20.0
10473,96,0.266,65,382,-0.9,8,46,24,49,218.0,
10473,9,0.243,8,37,-1.2,0,8,0,6,24.0,33.0
10473,9,0.243,8,37,-1.2,0,8,0,6,24.0,130.0
10473,9,0.243,8,37,-1.2,0,8,0,6,24.0,76.0
10473,9,0.243,8,37,-1.2,0,8,0,6,24.0,20.0
10473,9,0.243,8,37,-1.2,0,8,0,6,24.0,
10473,23,0.255,9,81,-4.9,3,7,2,11,40.0,33.0
10473,23,0.255,9,81,-4.9,3,7,2,11,40.0,130.0
10473,23,0.255,9,81,-4.9,3,7,2,11,40.0,76.0
10473,23,0.255,9,81,-4.9,3,7,2,11,40.0,20.0
10473,23,0.255,9,81,-4.9,3,7,2,11,40.0,
10473,39,0.289,24,105,-7.8,3,18,4,10,54.0,33.0
10473,39,0.289,24,105,-7.8,3,18,4,10,54.0,130.0
10473,39,0.289,24,105,-7.8,3,18,4,10,54.0,76.0
10473,39,0.289,24,105,-7.8,3,18,4,10,54.0,20.0
10473,39,0.289,24,105,-7.8,3,18,4,10,54.0,
10473,67,0.273,44,242,-9.4,11,40,19,24,118.0,33.0
10473,67,0.273,44,242,-9.4,11,40,19,24,118.0,130.0
10473,67,0.273,44,242,-9.4,11,40,19,24,118.0,76.0
10473,67,0.273,44,242,-9.4,11,40,19,24,118.0,20.0
10473,67,0.273,44,242,-9.4,11,40,19,24,118.0,
13277,55,0.283,34,158,-1.0,6,23,10,27,83.0,38.0
13277,55,0.283,34,158,-1.0,6,23,10,27,83.0,63.0
13277,55,0.283,34,158,-1.0,6,23,10,27,83.0,52.0
13277,55,0.283,34,158,-1.0,6,23,10,27,83.0,
13277,54,0.29,42,208,-3.2,5,19,5,32,112.0,38.0
13277,54,0.29,42,208,-3.2,5,19,5,32,112.0,63.0
13277,54,0.29,42,208,-3.2,5,19,5,32,112.0,52.0
13277,54,0.29,42,208,-3.2,5,19,5,32,112.0,
13277,63,0.319,51,201,-12.0,3,19,14,29,108.0,38.0
13277,63,0.319,51,201,-12.0,3,19,14,29,108.0,63.0
13277,63,0.319,51,201,-12.0,3,19,14,29,108.0,52.0
13277,63,0.319,51,201,-12.0,3,19,14,29,108.0,
13277,50,0.261,25,118,-4.8,2,10,7,14,68.0,38.0
13277,50,0.261,25,118,-4.8,2,10,7,14,68.0,63.0
13277,50,0.261,25,118,-4.8,2,10,7,14,68.0,52.0
13277,50,0.261,25,118,-4.8,2,10,7,14,68.0,
18721,52,0.248,55,249,-5.5,7,19,9,29,143.0,46.0
18721,52,0.248,55,249,-5.5,7,19,9,29,143.0,69.0
18721,52,0.248,55,249,-5.5,7,19,9,29,143.0,
18721,52,0.248,55,249,-5.5,7,19,9,29,143.0,96.0
18721,64,0.248,55,324,-11.9,4,24,12,43,186.0,46.0
18721,64,0.248,55,324,-11.9,4,24,12,43,186.0,69.0
18721,64,0.248,55,324,-11.9,4,24,12,43,186.0,
18721,64,0.248,55,324,-11.9,4,24,12,43,186.0,96.0
18721,60,0.259,35,147,-5.8,4,20,7,31,84.0,46.0
18721,60,0.259,35,147,-5.8,4,20,7,31,84.0,69.0
18721,60,0.259,35,147,-5.8,4,20,7,31,84.0,
18721,60,0.259,35,147,-5.8,4,20,7,31,84.0,96.0
18721,15,0.262,15,78,-1.3,1,12,1,12,47.0,46.0
18721,15,0.262,15,78,-1.3,1,12,1,12,47.0,69.0
18721,15,0.262,15,78,-1.3,1,12,1,12,47.0,
18721,15,0.262,15,78,-1.3,1,12,1,12,47.0,96.0
11624,21,0.296,8,28,7.5,6,14,0,11,14.0,30.0
11624,21,0.296,8,28,7.5,6,14,0,11,14.0,41.0
11624,21,0.296,8,28,7.5,6,14,0,11,14.0,
11624,44,0.271,16,83,1.8,5,14,1,22,54.0,30.0
11624,44,0.271,16,83,1.8,5,14,1,22,54.0,41.0
11624,44,0.271,16,83,1.8,5,14,1,22,54.0,
11624,54,0.286,15,112,-3.3,12,23,4,14,74.0,30.0
11624,54,0.286,15,112,-3.3,12,23,4,14,74.0,41.0
11624,54,0.286,15,112,-3.3,12,23,4,14,74.0,
15608,3,0.171,21,91,5.1,4,21,1,9,43.0,51.0
15608,3,0.171,21,91,5.1,4,21,1,9,43.0,
15608,8,0.1369999999999999,40,186,-5.6,4,21,11,28,88.0,51.0
15608,8,0.1369999999999999,40,186,-5.6,4,21,11,28,88.0,
3882,50,0.278,38,153,8.6,7,24,13,29,64.0,57.0
3882,50,0.278,38,153,8.6,7,24,13,29,64.0,80.0
3882,50,0.278,38,153,8.6,7,24,13,29,64.0,56.0
3882,50,0.278,38,153,8.6,7,24,13,29,64.0,
3882,50,0.278,38,153,8.6,7,24,13,29,64.0,19.0
3882,73,0.262,43,250,5.4,12,42,22,53,133.0,57.0
3882,73,0.262,43,250,5.4,12,42,22,53,133.0,80.0
3882,73,0.262,43,250,5.4,12,42,22,53,133.0,56.0
3882,73,0.262,43,250,5.4,12,42,22,53,133.0,
3882,73,0.262,43,250,5.4,12,42,22,53,133.0,19.0
3882,37,0.311,15,78,-4.8,5,13,12,17,33.0,57.0
3882,37,0.311,15,78,-4.8,5,13,12,17,33.0,80.0
3882,37,0.311,15,78,-4.8,5,13,12,17,33.0,56.0
3882,37,0.311,15,78,-4.8,5,13,12,17,33.0,
3882,37,0.311,15,78,-4.8,5,13,12,17,33.0,19.0
3882,55,0.276,36,189,-2.5,6,25,16,30,89.0,57.0
3882,55,0.276,36,189,-2.5,6,25,16,30,89.0,80.0
3882,55,0.276,36,189,-2.5,6,25,16,30,89.0,56.0
3882,55,0.276,36,189,-2.5,6,25,16,30,89.0,
3882,55,0.276,36,189,-2.5,6,25,16,30,89.0,19.0
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,41.0
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,17.0
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,42.0
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,15.0
9284,44,0.288,18,106,5.4,10,28,0,21,60.0,18.0
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,41.0
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,17.0
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,42.0
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,15.0
9284,24,0.293,12,53,0.4,4,7,0,6,21.0,18.0
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,41.0
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,17.0
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,42.0
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,15.0
9284,29,0.296,13,56,-5.8,3,8,2,9,32.0,18.0
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,41.0
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,17.0
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,42.0
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,15.0
9284,37,0.313,11,67,-8.6,2,10,2,13,40.0,18.0
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,41.0
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,17.0
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,42.0
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,15.0
9284,67,0.28,28,160,-10.6,11,27,1,35,81.0,18.0
1873,49,0.216,42,183,8.4,8,35,5,24,102.0,64.0
1873,49,0.216,42,183,8.4,8,35,5,24,102.0,94.0
1873,49,0.216,42,183,8.4,8,35,5,24,102.0,86.0
1873,49,0.216,42,183,8.4,8,35,5,24,102.0,
1873,49,0.216,42,183,8.4,8,35,5,24,102.0,15.0
1873,71,0.243,44,312,6.0,25,62,9,48,169.0,64.0
1873,71,0.243,44,312,6.0,25,62,9,48,169.0,94.0
1873,71,0.243,44,312,6.0,25,62,9,48,169.0,86.0
1873,71,0.243,44,312,6.0,25,62,9,48,169.0,
1873,71,0.243,44,312,6.0,25,62,9,48,169.0,15.0
1873,18,0.26,9,35,3.3,2,3,0,3,21.0,64.0
1873,18,0.26,9,35,3.3,2,3,0,3,21.0,94.0
1873,18,0.26,9,35,3.3,2,3,0,3,21.0,86.0
1873,18,0.26,9,35,3.3,2,3,0,3,21.0,
1873,18,0.26,9,35,3.3,2,3,0,3,21.0,15.0
1873,114,0.298,39,264,-0.2,27,64,11,50,134.0,64.0
1873,114,0.298,39,264,-0.2,27,64,11,50,134.0,94.0
1873,114,0.298,39,264,-0.2,27,64,11,50,134.0,86.0
1873,114,0.298,39,264,-0.2,27,64,11,50,134.0,
1873,114,0.298,39,264,-0.2,27,64,11,50,134.0,15.0
14735,34,0.281,13,54,1.4,5,12,1,9,30.0,25.0
14735,34,0.281,13,54,1.4,5,12,1,9,30.0,
14735,34,0.281,13,54,1.4,5,12,1,9,30.0,9.0
14735,23,0.257,7,46,-6.3,2,6,0,7,24.0,25.0
14735,23,0.257,7,46,-6.3,2,6,0,7,24.0,
14735,23,0.257,7,46,-6.3,2,6,0,7,24.0,9.0
14735,61,0.344,15,74,-8.2,4,11,1,15,51.0,25.0
14735,61,0.344,15,74,-8.2,4,11,1,15,51.0,
14735,61,0.344,15,74,-8.2,4,11,1,15,51.0,9.0
5107,59,0.282,30,202,4.1,14,44,12,38,108.0,22.0
5107,59,0.282,30,202,4.1,14,44,12,38,108.0,65.0
5107,59,0.282,30,202,4.1,14,44,12,38,108.0,42.0
5107,59,0.282,30,202,4.1,14,44,12,38,108.0,
5107,22,0.251,11,60,-0.7,7,11,3,9,29.0,22.0
5107,22,0.251,11,60,-0.7,7,11,3,9,29.0,65.0
5107,22,0.251,11,60,-0.7,7,11,3,9,29.0,42.0
5107,22,0.251,11,60,-0.7,7,11,3,9,29.0,
5107,34,0.287,18,94,-7.7,3,14,1,10,53.0,22.0
5107,34,0.287,18,94,-7.7,3,14,1,10,53.0,65.0
5107,34,0.287,18,94,-7.7,3,14,1,10,53.0,42.0
5107,34,0.287,18,94,-7.7,3,14,1,10,53.0,
5107,41,0.26,23,153,-5.8,6,22,5,28,97.0,22.0
5107,41,0.26,23,153,-5.8,6,22,5,28,97.0,65.0
5107,41,0.26,23,153,-5.8,6,22,5,28,97.0,42.0
5107,41,0.26,23,153,-5.8,6,22,5,28,97.0,
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,29.0
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,80.0
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,83.0
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,38.0
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,66.0
8392,110,0.288,58,247,8.9,21,57,15,54,123.0,
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,29.0
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,80.0
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,83.0
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,38.0
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,66.0
8392,56,0.257,47,198,3.3,6,38,3,38,115.0,
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,29.0
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,80.0
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,83.0
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,38.0
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,66.0
8392,89,0.275,46,257,-1.1,7,51,7,47,146.0,
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,29.0
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,80.0
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,83.0
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,38.0
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,66.0
8392,45,0.263,27,144,-9.0,4,22,6,22,70.0,
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,29.0
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,80.0
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,83.0
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,38.0
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,66.0
8392,57,0.314,22,114,-13.8,3,15,4,20,73.0,
9741,92,0.267,52,237,7.2,13,49,5,42,125.0,20.0
9741,92,0.267,52,237,7.2,13,49,5,42,125.0,90.0
9741,92,0.267,52,237,7.2,13,49,5,42,125.0,
9741,27,0.247,9,65,-6.0,3,11,1,8,39.0,20.0
9741,27,0.247,9,65,-6.0,3,11,1,8,39.0,90.0
9741,27,0.247,9,65,-6.0,3,11,1,8,39.0,
746,37,0.179,92,373,6.9,11,49,13,38,191.0,54.0
746,37,0.179,92,373,6.9,11,49,13,38,191.0,122.0
746,37,0.179,92,373,6.9,11,49,13,38,191.0,
746,29,0.217,44,221,-17.6,2,23,3,15,126.0,54.0
746,29,0.217,44,221,-17.6,2,23,3,15,126.0,122.0
746,29,0.217,44,221,-17.6,2,23,3,15,126.0,
12495,32,0.249,46,185,1.0,3,27,7,27,93.0,
12495,32,0.249,46,185,1.0,3,27,7,27,93.0,62.0
12495,17,0.261,22,92,2.6,2,16,4,10,53.0,
12495,17,0.261,22,92,2.6,2,16,4,10,53.0,62.0
2505,63,0.295,30,141,2.8,10,33,10,25,61.0,46.0
2505,63,0.295,30,141,2.8,10,33,10,25,61.0,24.0
2505,63,0.295,30,141,2.8,10,33,10,25,61.0,
2505,40,0.305,15,85,-7.2,3,10,6,6,40.0,46.0
2505,40,0.305,15,85,-7.2,3,10,6,6,40.0,24.0
2505,40,0.305,15,85,-7.2,3,10,6,6,40.0,
3371,84,0.27,54,245,3.7,7,35,2,51,130.0,48.0
3371,84,0.27,54,245,3.7,7,35,2,51,130.0,85.0
3371,84,0.27,54,245,3.7,7,35,2,51,130.0,12.0
3371,84,0.27,54,245,3.7,7,35,2,51,130.0,
3371,67,0.291,46,169,-9.3,8,25,2,31,130.0,48.0
3371,67,0.291,46,169,-9.3,8,25,2,31,130.0,85.0
3371,67,0.291,46,169,-9.3,8,25,2,31,130.0,12.0
3371,67,0.291,46,169,-9.3,8,25,2,31,130.0,
3371,16,0.29,11,51,-5.8,0,9,0,8,130.0,48.0
3371,16,0.29,11,51,-5.8,0,9,0,8,130.0,85.0
3371,16,0.29,11,51,-5.8,0,9,0,8,130.0,12.0
3371,16,0.29,11,51,-5.8,0,9,0,8,130.0,
7158,31,0.2769999999999999,11,82,0.9,1,16,2,24,130.0,22.0
7158,31,0.2769999999999999,11,82,0.9,1,16,2,24,130.0,13.0
7158,31,0.2769999999999999,11,82,0.9,1,16,2,24,130.0,
7158,31,0.2769999999999999,11,82,0.9,1,16,2,24,130.0,
7158,28,0.268,18,82,-7.0,1,8,2,12,130.0,22.0
7158,28,0.268,18,82,-7.0,1,8,2,12,130.0,13.0
7158,28,0.268,18,82,-7.0,1,8,2,12,130.0,
7158,28,0.268,18,82,-7.0,1,8,2,12,130.0,
7158,18,0.285,11,69,-8.2,1,5,1,16,130.0,22.0
7158,18,0.285,11,69,-8.2,1,5,1,16,130.0,13.0
7158,18,0.285,11,69,-8.2,1,5,1,16,130.0,
7158,18,0.285,11,69,-8.2,1,5,1,16,130.0,
2233,17,0.282,8,50,-0.7,2,18,3,6,130.0,11.0
2233,17,0.282,8,50,-0.7,2,18,3,6,130.0,
2233,17,0.282,8,50,-0.7,2,18,3,6,130.0,
2233,17,0.282,8,50,-0.7,2,18,3,6,130.0,
2233,15,0.3329999999999999,4,34,-0.5,0,11,0,7,130.0,11.0
2233,15,0.3329999999999999,4,34,-0.5,0,11,0,7,130.0,
2233,15,0.3329999999999999,4,34,-0.5,0,11,0,7,130.0,
2233,15,0.3329999999999999,4,34,-0.5,0,11,0,7,130.0,
2233,20,0.352,8,37,-7.3,0,2,2,6,130.0,11.0
2233,20,0.352,8,37,-7.3,0,2,2,6,130.0,
2233,20,0.352,8,37,-7.3,0,2,2,6,130.0,
2233,20,0.352,8,37,-7.3,0,2,2,6,130.0,
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,117.0
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,97.0
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,58.0
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,25.0
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,121.0
10030,87,0.265,80,354,-2.8,8,49,7,52,215.0,
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,117.0
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,97.0
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,58.0
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,25.0
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,121.0
10030,87,0.249,60,281,-2.4,6,51,15,41,166.0,
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,117.0
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,97.0
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,58.0
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,25.0
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,121.0
10030,75,0.282,46,208,-16.2,11,22,10,34,113.0,
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,117.0
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,97.0
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,58.0
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,25.0
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,121.0
10030,144,0.288,96,381,-25.8,10,43,11,59,183.0,
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,117.0
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,97.0
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,58.0
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,25.0
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,121.0
10030,78,0.354,15,102,-20.7,7,14,2,13,65.0,
4153,28,0.367,7,38,-0.5,2,7,0,7,130.0,8.0
4153,28,0.367,7,38,-0.5,2,7,0,7,130.0,17.0
4153,28,0.367,7,38,-0.5,2,7,0,7,130.0,7.0
4153,28,0.367,7,38,-0.5,2,7,0,7,130.0,6.0
4153,28,0.367,7,38,-0.5,2,7,0,7,130.0,
4153,45,0.4629999999999999,7,37,-8.6,4,2,4,5,130.0,8.0
4153,45,0.4629999999999999,7,37,-8.6,4,2,4,5,130.0,17.0
4153,45,0.4629999999999999,7,37,-8.6,4,2,4,5,130.0,7.0
4153,45,0.4629999999999999,7,37,-8.6,4,2,4,5,130.0,6.0
4153,45,0.4629999999999999,7,37,-8.6,4,2,4,5,130.0,
4153,27,0.432,4,20,-5.6,0,3,0,3,130.0,8.0
4153,27,0.432,4,20,-5.6,0,3,0,3,130.0,17.0
4153,27,0.432,4,20,-5.6,0,3,0,3,130.0,7.0
4153,27,0.432,4,20,-5.6,0,3,0,3,130.0,6.0
4153,27,0.432,4,20,-5.6,0,3,0,3,130.0,
4153,32,0.46,4,31,-9.1,1,5,1,2,130.0,8.0
4153,32,0.46,4,31,-9.1,1,5,1,2,130.0,17.0
4153,32,0.46,4,31,-9.1,1,5,1,2,130.0,7.0
4153,32,0.46,4,31,-9.1,1,5,1,2,130.0,6.0
4153,32,0.46,4,31,-9.1,1,5,1,2,130.0,
4153,19,0.419,7,30,-7.1,0,4,2,2,130.0,8.0
4153,19,0.419,7,30,-7.1,0,4,2,2,130.0,17.0
4153,19,0.419,7,30,-7.1,0,4,2,2,130.0,7.0
4153,19,0.419,7,30,-7.1,0,4,2,2,130.0,6.0
4153,19,0.419,7,30,-7.1,0,4,2,2,130.0,
5486,52,0.262,35,185,-0.5,11,24,8,36,113.0,48.0
5486,52,0.262,35,185,-0.5,11,24,8,36,113.0,40.0
5486,52,0.262,35,185,-0.5,11,24,8,36,113.0,58.0
5486,52,0.262,35,185,-0.5,11,24,8,36,113.0,24.0
5486,52,0.262,35,185,-0.5,11,24,8,36,113.0,
5486,42,0.251,30,143,-3.8,8,22,4,24,93.0,48.0
5486,42,0.251,30,143,-3.8,8,22,4,24,93.0,40.0
5486,42,0.251,30,143,-3.8,8,22,4,24,93.0,58.0
5486,42,0.251,30,143,-3.8,8,22,4,24,93.0,24.0
5486,42,0.251,30,143,-3.8,8,22,4,24,93.0,
5486,46,0.252,28,128,-3.8,6,14,1,26,93.0,48.0
